#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	7	Fire Brick 2	17	BGN	9606.ENSP00000327336	Biglycan; May be involved in collagen fiber assembly; Small leucine rich repeat proteoglycans
MCL	7	Fire Brick 2	17	CHI3L1	9606.ENSP00000255409	Chitinase-3-like protein 1; Carbohydrate-binding lectin with a preference for chitin. Has no chitinase activity. May play a role in tissue remodeling and in the capacity of cells to respond to and cope with changes in their environment. Plays a role in T-helper cell type 2 (Th2) inflammatory response and IL-13-induced inflammation, regulating allergen sensitization, inflammatory cell apoptosis, dendritic cell accumulation and M2 macrophage differentiation. Facilitates invasion of pathogenic enteric bacteria into colonic mucosa and lymphoid organs. Mediates activation of AKT1 signaling  [...] 
MCL	7	Fire Brick 2	17	CSPG4	9606.ENSP00000312506	Chondroitin sulfate proteoglycan 4; Proteoglycan playing a role in cell proliferation and migration which stimulates endothelial cells motility during microvascular morphogenesis. May also inhibit neurite outgrowth and growth cone collapse during axon regeneration. Cell surface receptor for collagen alpha 2(VI) which may confer cells ability to migrate on that substrate. Binds through its extracellular N- terminus growth factors, extracellular matrix proteases modulating their activity. May regulate MPP16-dependent degradation and invasion of type I collagen participating in melanoma c [...] 
MCL	7	Fire Brick 2	17	FN1	9606.ENSP00000346839	Fibronectin 1; Fibronectin type III domain containing; Endogenous ligands
MCL	7	Fire Brick 2	17	LGALS1	9606.ENSP00000215909	Galectin-1; Lectin that binds beta-galactoside and a wide array of complex carbohydrates. Plays a role in regulating apoptosis, cell proliferation and cell differentiation. Inhibits CD45 protein phosphatase activity and therefore the dephosphorylation of Lyn kinase. Strong inducer of T-cell apoptosis; Endogenous ligands
MCL	7	Fire Brick 2	17	LGALS3BP	9606.ENSP00000262776	Galectin-3-binding protein; Promotes integrin-mediated cell adhesion. May stimulate host defense against viruses and tumor cells; BTB domain containing
MCL	7	Fire Brick 2	17	MATN2	9606.ENSP00000254898	Matrilin-2; Involved in matrix assembly; Matrilins
MCL	7	Fire Brick 2	17	PTX3	9606.ENSP00000295927	Pentraxin-related protein PTX3; Plays a role in the regulation of innate resistance to pathogens, inflammatory reactions, possibly clearance of self- components and female fertility; Long pentraxins
MCL	7	Fire Brick 2	17	SPP1	9606.ENSP00000378517	Secreted phosphoprotein 1; Osteopontin; Binds tightly to hydroxyapatite. Appears to form an integral part of the mineralized matrix. Probably important to cell-matrix interaction; Endogenous ligands
MCL	7	Fire Brick 2	17	THY1	9606.ENSP00000284240	Thy-1 membrane glycoprotein; May play a role in cell-cell or cell-ligand interactions during synaptogenesis and other events in the brain; CD molecules
MCL	7	Fire Brick 2	17	TNC	9606.ENSP00000265131	Tenascin; Extracellular matrix protein implicated in guidance of migrating neurons as well as axons during development, synaptic plasticity as well as neuronal regeneration. Promotes neurite outgrowth from cortical neurons grown on a monolayer of astrocytes. Ligand for integrins alpha-8/beta-1, alpha-9/beta-1, alpha-V/beta-3 and alpha-V/beta-6. In tumors, stimulates angiogenesis by elongation, migration and sprouting of endothelial cells; Belongs to the tenascin family
MCL	7	Fire Brick 2	17	TNR	9606.ENSP00000356646	Tenascin-R; Neural extracellular matrix (ECM) protein involved in interactions with different cells and matrix components. These interactions can influence cellular behavior by either evoking a stable adhesion and differentiation, or repulsion and inhibition of neurite growth. Binding to cell surface gangliosides inhibits RGD-dependent integrin-mediated cell adhesion and results in an inhibition of PTK2/FAK1 (FAK) phosphorylation and cell detachment. Binding to membrane surface sulfatides results in a oligodendrocyte adhesion and differentiation. Interaction with CNTN1 induces a repuls [...] 
MCL	7	Fire Brick 2	17	VCAN	9606.ENSP00000265077	Versican core protein; May play a role in intercellular signaling and in connecting cells with the extracellular matrix. May take part in the regulation of cell motility, growth and differentiation. Binds hyaluronic acid; C-type lectin domain containing
MCL	7	Fire Brick 2	17	VTN	9606.ENSP00000226218	Vitronectin; Vitronectin is a cell adhesion and spreading factor found in serum and tissues. Vitronectin interact with glycosaminoglycans and proteoglycans. Is recognized by certain members of the integrin family and serves as a cell-to-substrate adhesion molecule. Inhibitor of the membrane-damaging effect of the terminal cytolytic complement pathway; Endogenous ligands
MCL	8	Salmon 3	17	ACAA1	9606.ENSP00000333664	3-ketoacyl-CoA thiolase, peroxisomal; acetyl-CoA acyltransferase 1
MCL	8	Salmon 3	17	ACOX1	9606.ENSP00000293217	Peroxisomal acyl-coenzyme A oxidase 1; Catalyzes the desaturation of acyl-CoAs to 2-trans- enoyl-CoAs. Isoform 1 shows highest activity against medium-chain fatty acyl-CoAs and activity decreases with increasing chain length. Isoform 2 is active against a much broader range of substrates and shows activity towards very long-chain acyl-CoAs. Isoform 2 is twice as active as isoform 1 against 16-hydroxy- palmitoyl-CoA and is 25% more active against 1,16-hexadecanodioyl- CoA
MCL	8	Salmon 3	17	ACSL6	9606.ENSP00000368566	Long-chain-fatty-acid--CoA ligase 6; Activation of long-chain fatty acids for both synthesis of cellular lipids, and degradation via beta-oxidation. Plays an important role in fatty acid metabolism in brain and the acyl-CoAs produced may be utilized exclusively for the synthesis of the brain lipid; Belongs to the ATP-dependent AMP-binding enzyme family
MCL	8	Salmon 3	17	ALDH3A2	9606.ENSP00000345774	Aldehyde dehydrogenase 3 family member a2; Fatty aldehyde dehydrogenase; Catalyzes the oxidation of long-chain aliphatic aldehydes to fatty acids. Active on a variety of saturated and unsaturated aliphatic aldehydes between 6 and 24 carbons in length. Responsible for conversion of the sphingosine 1-phosphate (S1P) degradation product hexadecenal to hexadecenoic acid
MCL	8	Salmon 3	17	BDH2	9606.ENSP00000296424	3-hydroxybutyrate dehydrogenase type 2; Dehydrogenase that mediates the formation of 2,5- dihydroxybenzoic acid (2,5-DHBA), a siderophore that shares structural similarities with bacterial enterobactin and associates with LCN2, thereby playing a key role in iron homeostasis and transport. Also acts as a 3-hydroxybutyrate dehydrogenase (By similarity); Short chain dehydrogenase/reductase superfamily
MCL	8	Salmon 3	17	CAT	9606.ENSP00000241052	Catalase; Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide. Promotes growth of cells including T-cells, B-cells, myeloid leukemia cells, melanoma cells, mastocytoma cells and normal and transformed fibroblast cells; Belongs to the catalase family
MCL	8	Salmon 3	17	DECR1	9606.ENSP00000220764	2,4-dienoyl-CoA reductase, mitochondrial; Auxiliary enzyme of beta-oxidation. It participates in the metabolism of unsaturated fatty enoyl-CoA esters having double bonds in both even- and odd-numbered positions. Catalyzes the NADP-dependent reduction of 2,4-dienoyl-CoA to yield trans-3- enoyl-CoA; Belongs to the short-chain dehydrogenases/reductases (SDR) family. 2,4-dienoyl-CoA reductase subfamily
MCL	8	Salmon 3	17	GGT5	9606.ENSP00000381340	Glutathione hydrolase 5 proenzyme; Cleaves the gamma-glutamyl peptide bond of glutathione conjugates, but maybe not glutathione itself. Converts leukotriene C4 (LTC4) to leukotriene D4 (LTD4); Belongs to the gamma-glutamyltransferase family
MCL	8	Salmon 3	17	GPX1	9606.ENSP00000407375	Glutathione peroxidase 1; Protects the hemoglobin in erythrocytes from oxidative breakdown; Belongs to the glutathione peroxidase family
MCL	8	Salmon 3	17	GSTM3	9606.ENSP00000256594	Glutathione S-transferase Mu 3; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. May govern uptake and detoxification of both endogenous compounds and xenobiotics at the testis and brain blood barriers; Belongs to the GST superfamily. Mu family
MCL	8	Salmon 3	17	GSTP1	9606.ENSP00000381607	Glutathione S-transferase P; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Regulates negatively CDK5 activity via p25/p35 translocation to prevent neurodegeneration; Soluble glutathione S-transferases
MCL	8	Salmon 3	17	HSD17B4	9606.ENSP00000420914	Peroxisomal multifunctional enzyme type 2; Bifunctional enzyme acting on the peroxisomal beta- oxidation pathway for fatty acids. Catalyzes the formation of 3- ketoacyl-CoA intermediates from both straight-chain and 2-methyl- branched-chain fatty acids; Short chain dehydrogenase/reductase superfamily
MCL	8	Salmon 3	17	MAOB	9606.ENSP00000367309	Amine oxidase [flavin-containing] B; Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOB preferentially degrades benzylamine and phenylethylamine
MCL	8	Salmon 3	17	MGST1	9606.ENSP00000379512	Microsomal glutathione S-transferase 1; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Has a wide substrate specificity; Microsomal glutathione S-transferases
MCL	8	Salmon 3	17	PIPOX	9606.ENSP00000317721	Sarcosine oxidase / l-pipecolate oxidase; Peroxisomal sarcosine oxidase; Metabolizes sarcosine, L-pipecolic acid and L-proline
MCL	8	Salmon 3	17	SCP2	9606.ENSP00000360569	Non-specific lipid-transfer protein; Mediates in vitro the transfer of all common phospholipids, cholesterol and gangliosides between membranes. May play a role in regulating steroidogenesis
MCL	8	Salmon 3	17	VAT1	9606.ENSP00000347872	Synaptic vesicle membrane protein VAT-1 homolog; Possesses ATPase activity (By similarity). Plays a part in calcium-regulated keratinocyte activation in epidermal repair mechanisms. Has no effect on cell proliferation. Negatively regulates mitochondrial fusion in cooperation with mitofusin proteins (MFN1-2)
MCL	9	Fire Brick 3	15	CPNE5	9606.ENSP00000244751	Copine-5; Probable calcium-dependent phospholipid-binding protein that may play a role in calcium-mediated intracellular processes (By similarity). Plays a role in dendrite formation by melanocytes; Belongs to the copine family
MCL	9	Fire Brick 3	15	GNA13	9606.ENSP00000400717	Guanine nucleotide-binding protein subunit alpha-13; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Activates effector molecule RhoA by binding and activating RhoGEFs (ARHGEF1/p115RhoGEF, ARHGEF11/PDZ-RhoGEF and ARHGEF12/LARG). GNA13-dependent Rho signaling subsequently regulates transcription factor AP-1 (activating protein-1) (By similarity). Promotes tumor cell invasion and metastasis by activating RhoA/ROCK signaling pathway. Inhibits CDH1-mediated cell adhesion in process independent from Rho a [...] 
MCL	9	Fire Brick 3	15	GNAI2	9606.ENSP00000312999	Guanine nucleotide-binding protein G(i) subunit alpha-2; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. The G(i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli. May play a role in cell division
MCL	9	Fire Brick 3	15	GNAO1	9606.ENSP00000262494	Guanine nucleotide-binding protein G(o) subunit alpha; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. The G(o) protein function is not clear. Stimulated by RGS14; Belongs to the G-alpha family. G(i/o/t/z) subfamily
